2182.820000000007
('7', '7457')
('9811', '1992')
('9822', '6060')
('9852', '692')
('9894', '1979')
('9908', '2123')
('9957', '4609')
('9959', '947')
('9999', '7946')
('33', '7545')
('135', '7055')
('245', '8879')
('343', '8266')
('351', '9019')
('355', '3389')
('408', '3737')
('496', '9542')
('524', '4565')
('577', '6135')
('582', '278')
('636', '8823')
('641', '3765')
('751', '3793')
('808', '313')
('814', '200')
('839', '8355')
('840', '1781')
('873', '5975')
('888', '6186')
('952', '2876')
('974', '6492')
('985', '8537')
('1062', '8081')
('1107', '2818')
('1117', '4700')
('1136', '6263')
('1166', '3718')
('1173', '8883')
('1220', '2551')
('1264', '5674')
('1275', '7016')
('1360', '9939')
('1387', '3588')
('1424', '8391')
('1447', '720')
('1468', '6289')
('1511', '32')
('1527', '3422')
('1569', '431')
('1600', '1034')
('1641', '8473')
('1664', '5974')
('1678', '5170')
('1682', '7557')
('1717', '9209')
('1726', '187')
('1771', '6695')
('1786', '7925')
('1820', '3337')
('1858', '9004')
('1860', '2473')
('1891', '9439')
('1899', '3164')
('1916', '2509')
('1958', '5256')
('2109', '2858')
('2121', '138')
('2136', '4167')
('2146', '3637')
('2202', '5679')
('2246', '4701')
('2259', '4435')
('2270', '8787')
('2275', '7331')
('2329', '8207')
('2355', '8240')
('2375', '8162')
('2476', '7877')
('2478', '6646')
('2523', '7815')
('2530', '5379')
('2530', '6136')
('2571', '8910')
('2590', '4629')
('2595', '9989')
('2721', '7825')
('2764', '3574')
('2803', '1367')
('2803', '9871')
('2936', '5912')
('2939', '9270')
('2992', '5501')
('3007', '1753')
('3010', '5306')
('3017', '3226')
('3060', '2508')
('3123', '12')
('3123', '8773')
('3136', '9338')
('3143', '9108')
('3152', '1119')
('3198', '9302')
('3207', '2651')
('3264', '2734')
('3283', '1508')
('3307', '2537')
('3318', '1547')
('3334', '493')
('3345', '1583')
('3375', '6432')
('3382', '1004')
('3425', '5054')
('3437', '4195')
('3448', '7358')
('3474', '1699')
('3487', '4905')
('3556', '1822')
('3623', '2229')
('3643', '4139')
('3661', '4201')
('3760', '6873')
('3760', '8520')
('3767', '9799')
('3776', '7901')
('3791', '5087')
('3820', '6209')
('3857', '2889')
('3859', '1718')
('4117', '854')
('4118', '1451')
('4144', '9245')
('4154', '7678')
('4163', '4307')
('4217', '1003')
('4224', '4152')
('4273', '8935')
('4293', '2003')
('4373', '7057')
('4429', '5356')
('4434', '2262')
('4472', '7711')
('4479', '2674')
('4498', '3296')
('4557', '5325')
('4591', '794')
('4624', '8042')
('4767', '7141')
('4779', '4963')
('4780', '2730')
('4874', '5825')
('4950', '9019')
('5026', '2052')
('5127', '8505')
('5130', '2105')
('5149', '2309')
('5158', '6911')
('5169', '2132')
('5222', '6010')
('5239', '7078')
('5301', '730')
('5325', '2421')
('5411', '5625')
('5421', '1982')
('5502', '4793')
('5514', '1842')
('5546', '7661')
('5602', '1438')
('5605', '4887')
('5680', '8746')
('5707', '8346')
('5715', '895')
('5792', '8837')
('5873', '8402')
('5876', '1231')
('5985', '7026')
('6077', '6050')
('6099', '6902')
('6108', '4634')
('6116', '7871')
('6147', '8682')
('6159', '8580')
('6199', '2814')
('6211', '1131')
('6273', '1822')
('6291', '3495')
('6301', '120')
('6330', '5298')
('6340', '7757')
('6421', '9280')
('6486', '3157')
('6492', '6805')
('6561', '9857')
('6621', '6087')
('6640', '9846')
('6759', '9276')
('6795', '4567')
('6799', '9094')
('6970', '868')
('6987', '7766')
('6990', '8532')
('7016', '3148')
('7032', '4845')
('7087', '6054')
('7116', '6447')
('7164', '1846')
('7181', '6630')
('7218', '4135')
('7243', '9978')
('7269', '8410')
('7273', '1292')
('7275', '1844')
('7314', '6402')
('7319', '6103')
('7439', '2268')
('7440', '2356')
('7494', '6343')
('7500', '5166')
('7507', '8083')
('7514', '275')
('7529', '5058')
('7534', '3450')
('7602', '4813')
('7616', '8875')
('7635', '3498')
('7654', '8213')
('7671', '5778')
('7721', '7559')
('7750', '8505')
('7786', '7060')
('7801', '1234')
('7815', '9367')
('7912', '7523')
('7915', '8321')
('7920', '5656')
('7940', '2480')
('8013', '9173')
('8017', '6894')
('8086', '5891')
('8093', '3116')
('8121', '8649')
('8127', '2422')
('8135', '2482')
('8142', '5317')
('8144', '9185')
('8169', '1197')
('8193', '6217')
('8373', '9049')
('8405', '565')
('8408', '3231')
('8458', '2379')
('8554', '4408')
('8640', '2159')
('8773', '3765')
('8788', '6909')
('8807', '3420')
('8828', '5632')
('8840', '9443')
('8894', '2811')
('8900', '4792')
('8914', '3139')
('8934', '5000')
('8948', '7734')
('8962', '392')
('8985', '7877')
('8996', '2383')
('8998', '2896')
('9044', '8284')
('9046', '3806')
('9125', '6281')
('9275', '5362')
('9304', '9882')
('9332', '7500')
('9333', '3306')
('9341', '8124')
('9355', '1501')
('9358', '9732')
('9408', '9776')
('9429', '1939')
('9430', '197')
('9450', '1381')
('9454', '9201')
('9459', '3286')
('9475', '5213')
('9523', '6956')
('9662', '9197')
('9705', '1891')
('9709', '4530')
('9759', '7680')
('9769', '2870')
('9781', '9444')
('9835', '4150')
('9838', '4493')
('9891', '7041')
('9916', '1257')
('63', '5741')
('81', '9509')
('119', '2343')
('151', '5940')
('176', '9537')
('265', '1581')
('303', '6829')
('329', '5224')
('335', '913')
('371', '2089')
('379', '2511')
('379', '2976')
('452', '4264')
('458', '9065')
('524', '6942')
('542', '6174')
('579', '1308')
('597', '7902')
('653', '5448')
('714', '8623')
('716', '4817')
('746', '2375')
('773', '9779')
('855', '1212')
('969', '3273')
('980', '2094')
('983', '5438')
('1012', '9299')
('1111', '338')
('1210', '4495')
('1226', '4369')
('1256', '4880')
('1282', '1690')
('1289', '5294')
('1328', '1223')
('1450', '4643')
('1510', '7528')
('1528', '4451')
('1566', '9219')
('1574', '6292')
('1585', '4543')
('1596', '7407')
('1624', '5175')
('1727', '8339')
('1729', '5554')
('1744', '2847')
('1799', '4292')
('1806', '2094')
('1823', '4992')
('1831', '7905')
('1873', '1792')
('1889', '5008')
('1906', '8179')
('1993', '8246')
('2078', '6013')
('2093', '5997')
('2107', '1801')
('2108', '1561')
('2108', '3602')
('2130', '413')
('2155', '4628')
('2237', '1284')
('2251', '2643')
('2286', '6409')
('2311', '8898')
('2353', '8664')
('2405', '277')
('2574', '699')
('2648', '1774')
('2661', '4275')
('2690', '8264')
('2709', '9930')
('2761', '347')
('2773', '3124')
('2863', '9994')
('2884', '3805')
('2929', '4402')
('2979', '2812')
('3016', '4157')
('3037', '2727')
('3068', '6935')
('3081', '1802')
('3096', '3641')
('3099', '8614')
('3125', '1347')
('3126', '6469')
('3129', '5468')
('3148', '2433')
('3155', '8106')
('3163', '8124')
('3167', '1257')
('3319', '1321')
('3336', '4141')
('3339', '5210')
('3365', '4843')
('3442', '4631')
('3478', '9291')
('3492', '7739')
('3513', '5750')
('3546', '5706')
('3621', '8254')
('3790', '5656')
('3815', '2424')
('3852', '3827')
('3899', '9713')
('3975', '6787')
('4041', '3105')
('4074', '7440')
('4118', '5013')
('4146', '6246')
('4154', '3564')
('4155', '1143')
('4206', '8588')
('4209', '9520')
('4238', '6388')
('4283', '9046')
('4300', '6833')
('4422', '372')
('4482', '7433')
('4534', '290')
('4564', '618')
('4634', '5407')
('4635', '389')
('4641', '1225')
('4683', '6611')
('4714', '368')
('4784', '9782')
('4840', '2634')
('4858', '8934')
('4860', '9100')
('4866', '638')
('4867', '5109')
('4988', '5368')
('4998', '939')
('5077', '1767')
('5110', '9249')
('5123', '9146')
('5144', '3393')
('5222', '1298')
('5295', '7679')
('5314', '7012')
('5314', '9916')
('5381', '2664')
('5400', '3870')
('5409', '6730')
('5416', '6089')
('5435', '1465')
('5446', '507')
('5472', '521')
('5550', '7312')
('5580', '3954')
('5637', '4546')
('5693', '2003')
('5695', '9031')
('5742', '3818')
('5754', '1349')
('5775', '6840')
('5789', '2725')
('5789', '7102')
('5840', '249')
('5848', '4105')
('5863', '9337')
('5962', '9081')
('6006', '6293')
('6013', '6036')
('6014', '294')
('6023', '2286')
('6045', '1210')
('6047', '1013')
('6089', '2607')
('6140', '3423')
('6202', '7797')
('6207', '3703')
('6236', '1217')
('6239', '8928')
('6278', '5068')
('6414', '6677')
('6437', '4962')
('6495', '6454')
('6500', '449')
('6504', '4726')
('6545', '9419')
('6547', '2663')
('6563', '7233')
('6597', '8003')
('6603', '3269')
('6624', '546')
('6683', '8135')
('6691', '1700')
('6708', '3454')
('6722', '4288')
('6757', '3125')
('6789', '5507')
('6843', '3051')
('6872', '1217')
('6874', '9728')
('6956', '3833')
('7010', '8394')
('7048', '5382')
('7054', '6153')
('7059', '9345')
('7106', '2961')
('7121', '312')
('7181', '1358')
('7243', '9116')
('7304', '3538')
('7326', '2656')
('7352', '9636')
('7355', '9322')
('7421', '400')
('7429', '9934')
('7460', '485')
('7537', '8265')
('7547', '2498')
('7568', '8452')
('7594', '1257')
('7598', '9912')
('7603', '3347')
('7652', '436')
('7665', '2441')
('7667', '6438')
('7727', '6721')
('7751', '1999')
('7763', '6664')
('7817', '6738')
('7824', '5904')
('7934', '8026')
('8116', '8848')
('8129', '29')
('8135', '6516')
('8141', '7762')
('8180', '7821')
('8190', '2985')
('8240', '961')
('8256', '8693')
('8275', '4163')
('8356', '304')
('8398', '2626')
('8418', '4622')
('8666', '5495')
('8684', '5716')
('8693', '3867')
('8712', '2541')
('8723', '6976')
('8728', '5810')
('8791', '4835')
('8817', '7951')
('8851', '9591')
('8860', '3779')
('8884', '937')
('9016', '8103')
('9032', '3612')
('9065', '6470')
('9186', '5813')
('9455', '5365')
('9501', '2953')
('9508', '6487')
('9524', '32')
('9543', '9697')
('9568', '1809')
('9608', '4167')
('9653', '5952')
('9696', '2260')
('9749', '8467')
('9750', '6375')
('9792', '9283')
('9841', '192')
('9841', '6296')
('9846', '1448')
('9880', '2785')
('9912', '494')
('9957', '7172')
('9995', '389')
('32', '8370')
('41', '6462')
('70', '1905')
('172', '6492')
('199', '9883')
('288', '6577')
('288', '6619')
('310', '8952')
('316', '1667')
('365', '6855')
('377', '4058')
('402', '5133')
('484', '1925')
('493', '1458')
('575', '866')
('593', '529')
('659', '9311')
('664', '7559')
('736', '6088')
('754', '1139')
('857', '3438')
('980', '7455')
('990', '2393')
('1058', '6163')
('1207', '1319')
('1213', '6988')
('1215', '359')
('1258', '2020')
('1260', '449')
('1274', '4444')
('1285', '7308')
('1301', '8269')
('1364', '2729')
('1392', '74')
('1442', '4885')
('1457', '6627')
('1474', '2592')
('1478', '5124')
('1484', '6670')
('1504', '9463')
('1724', '9591')
('1729', '1293')
('1812', '7806')
('1902', '5584')
('1982', '5432')
('2015', '375')
('2032', '2246')
('2032', '9600')
('2050', '8342')
('2084', '3896')
('2121', '6510')
('2124', '248')
('2125', '225')
('2136', '4707')
('2158', '2679')
('2160', '2596')
('2186', '3846')
('2251', '4986')
('2258', '1002')
('2270', '1025')
('2294', '2865')
('2308', '2369')
('2345', '6529')
('2444', '6519')
('2462', '8609')
('2469', '9483')
('2472', '6425')
('2489', '4800')
('2613', '5915')
('2617', '8132')
('2625', '8924')
('2680', '1051')
('2703', '734')
('2726', '470')
('2750', '3689')
('2751', '5889')
('2762', '2820')
('2803', '5394')
('2946', '923')
('2948', '569')
('3026', '9421')
('3042', '5230')
('3078', '6897')
('3087', '3528')
('3116', '9945')
('3122', '9691')
('3123', '8650')
('3200', '9604')
('3207', '6911')
('3211', '1258')
('3223', '5735')
('3244', '1171')
('3293', '8635')
('3305', '7027')
('3331', '7107')
('3358', '2901')
('3365', '5382')
('3431', '4478')
('3509', '3226')
('3585', '6505')
('3623', '3672')
('3696', '7370')
('3720', '8513')
('3749', '7704')
('3758', '2303')
('3844', '4613')
('3865', '8713')
('3909', '2497')
('3961', '7180')
('4004', '6799')
('4110', '2162')
('4112', '3075')
('4122', '8181')
('4134', '7561')
('4213', '847')
('4221', '6135')
('4261', '287')
('4334', '2854')
('4338', '876')
('4400', '9054')
('4516', '6278')
('4548', '9852')
('4577', '7947')
('4590', '2241')
('4690', '6726')
('4720', '6854')
('4754', '31')
('4772', '3434')
('4798', '6367')
('4817', '7210')
('4862', '1694')
('4897', '5898')
('4931', '2678')
('4983', '6498')
('4996', '9436')
('5006', '7464')
('5139', '7014')
('5145', '52')
('5238', '9807')
('5273', '880')
('5304', '5533')
('5311', '3409')
('5318', '6101')
('5352', '2451')
('5375', '4734')
('5509', '4858')
('5586', '8948')
('5595', '8141')
('5612', '8495')
('5722', '6206')
('5733', '7776')
('5756', '4968')
('5758', '6978')
('5771', '9442')
('5774', '8148')
('5823', '4774')
('5827', '8975')
('5874', '1958')
('5946', '1856')
('5956', '7497')
('5981', '6696')
('5993', '9883')
('6027', '9879')
('6050', '3373')
('6064', '6174')
('6092', '5353')
('6103', '6577')
('6146', '5879')
('6158', '7382')
('6214', '7979')
('6240', '1834')
('6262', '3176')
('6313', '5140')
('6347', '1069')
('6354', '1189')
('6355', '4154')
('6369', '4974')
('6522', '4013')
('6558', '5251')
('6562', '8018')
('6638', '6681')
('6672', '3128')
('6742', '8615')
('6761', '8865')
('6800', '6578')
('6856', '4300')
('6876', '4813')
('6911', '4055')
('6967', '4310')
('6975', '3246')
('7011', '9060')
('7111', '9066')
('7190', '9245')
('7394', '5497')
('7423', '9642')
('7449', '9492')
('7479', '1991')
('7522', '6782')
('7589', '1614')
('7624', '7269')
('7629', '5131')
('7658', '1206')
('7688', '7033')
('7693', '2758')
('7703', '6154')
('7726', '6265')
('7835', '8385')
('7843', '1542')
('7872', '218')
('7874', '5521')
('7911', '4682')
('7932', '4173')
('7976', '9680')
('7987', '7312')
('8043', '5716')
('8049', '4375')
('8056', '6810')
('8085', '8829')
('8115', '2682')
('8129', '9784')
('8186', '8533')
('8238', '5749')
('8321', '9185')
('8351', '6155')
('8399', '7111')
('8400', '7155')
('8512', '1100')
('8566', '1749')
('8582', '6645')
('8659', '3832')
('8733', '2343')
('8769', '7619')
('8792', '3578')
('8836', '7839')
('8878', '9778')
('8922', '9472')
('8936', '9375')
('8971', '3227')
('9002', '5526')
('9002', '9136')
('9091', '3111')
('9098', '8274')
('9109', '1323')
('9114', '6345')
('9203', '5214')
('9237', '3189')
('9305', '125')
('9317', '5456')
('9360', '7537')
('9374', '6668')
('9380', '8230')
('9396', '4682')
('9397', '8731')
('9562', '3642')
('9566', '6976')
('9586', '7360')
('9622', '261')
('9635', '264')
('9657', '6400')
('9666', '7730')
('9721', '35')
('9811', '5015')
('9820', '942')
('9856', '8569')
('9886', '952')
('9948', '745')
('9956', '7968')
('9962', '3711')
('95', '3580')
('100', '4555')
('219', '4689')
('236', '933')
('240', '7436')
('316', '5617')
('347', '7815')
('441', '8630')
('498', '3977')
('503', '6648')
('509', '2750')
('516', '6279')
('521', '9578')
('522', '4555')
('560', '6098')
('584', '2558')
('590', '1402')
('597', '3867')
('611', '4156')
('622', '6826')
('630', '5362')
('664', '6528')
('691', '7401')
('818', '1229')
('834', '6902')
('838', '7994')
('958', '6915')
('964', '3365')
('970', '7948')
('972', '6410')
('1008', '824')
('1012', '501')
('1014', '8196')
('1046', '5695')
('1054', '578')
('1098', '3828')
('1113', '9522')
('1116', '3893')
('1146', '8666')
('1316', '2002')
('1350', '4923')
('1376', '890')
('1379', '8806')
('1452', '7267')
('1527', '1764')
('1657', '4077')
('1661', '6271')
('1673', '3564')
('1710', '5139')
('1721', '3703')
('1729', '6839')
('1758', '1448')
('1787', '3269')
('1840', '906')
('1852', '3366')
('1876', '3602')
('1912', '556')
('1916', '6107')
('1970', '6537')
('2011', '3352')
('2037', '2757')
('2041', '4927')
('2136', '71')
('2149', '9807')
('2218', '3251')
('2224', '6191')
('2229', '965')
('2360', '8885')
('2392', '5132')
('2408', '179')
('2448', '8731')
('2450', '432')
('2454', '4405')
('2576', '3984')
('2596', '6560')
('2634', '2444')
('2640', '1386')
('2665', '4522')
('2711', '8115')
('2711', '9279')
('2738', '7845')
('2782', '4582')
('2842', '4841')
('2876', '7098')
('2890', '4409')
('2891', '5552')
('2910', '6753')
('2932', '4117')
('2937', '1808')
('2957', '1110')
('2974', '5144')
('3026', '5088')
('3074', '9876')
('3135', '1862')
('3138', '8801')
('3337', '3692')
('3364', '3731')
('3390', '3475')
('3397', '8106')
('3397', '8556')
('3462', '4939')
('3548', '9376')
('3569', '7510')
('3591', '6100')
('3628', '559')
('3630', '8164')
('3666', '2138')
('3671', '2471')
('3808', '5997')
('3813', '6725')
('3892', '4547')
('3964', '669')
('4035', '9472')
('4055', '2501')
('4058', '527')
('4240', '3527')
('4244', '1493')
('4283', '9898')
('4297', '4957')
('4350', '9011')
('4395', '9269')
('4425', '2933')
('4476', '903')
('4559', '9695')
('4649', '5706')
('4671', '9284')
('4673', '9839')
('4684', '4330')
('4733', '7704')
('4743', '6531')
('4753', '8176')
('4768', '8327')
('4787', '5583')
('4835', '1496')
('4946', '1401')
('4979', '6506')
('4997', '5438')
('5037', '1571')
('5044', '7976')
('5055', '7039')
('5059', '7675')
('5195', '6384')
('5208', '6819')
('5252', '2405')
('5256', '8008')
('5287', '2007')
('5291', '1187')
('5328', '4199')
('5350', '114')
('5355', '1330')
('5427', '8119')
('5468', '1625')
('5486', '1612')
('5527', '8178')
('5549', '9244')
('5578', '2269')
('5603', '2818')
('5665', '2893')
('5745', '3512')
('5802', '3356')
('5809', '5367')
('5822', '7562')
('5861', '7922')
('5900', '8302')
('5903', '6615')
('5962', '3552')
('6006', '556')
('6010', '5069')
('6032', '3854')
('6040', '83')
('6041', '379')
('6060', '4712')
('6152', '9515')
('6176', '5183')
('6310', '2404')
('6313', '29')
('6434', '4142')
('6473', '4464')
('6551', '185')
('6612', '3422')
('6642', '4813')
('6676', '1949')
('6709', '4901')
('6721', '917')
('6748', '287')
('6765', '458')
('6773', '4877')
('6799', '6411')
('6799', '7545')
('6995', '7010')
('7016', '6129')
('7093', '8937')
('7128', '9284')
('7174', '8442')
('7213', '1103')
('7237', '1662')
('7277', '5892')
('7294', '2151')
('7405', '8407')
('7410', '165')
('7569', '6105')
('7604', '9800')
('7633', '8122')
('7707', '5029')
('7713', '1805')
('7717', '2265')
('7728', '3710')
('7792', '3029')
('7840', '2949')
('7888', '5443')
('7899', '8151')
('7908', '3404')
('7909', '326')
('7926', '3967')
('7935', '9784')
('7944', '4663')
('8051', '3100')
('8060', '7070')
('8106', '7281')
('8110', '6655')
('8124', '392')
('8129', '7335')
('8137', '6685')
('8142', '1014')
('8157', '4418')
('8210', '2264')
('8287', '6825')
('8367', '7424')
('8381', '4444')
('8404', '7047')
('8548', '5865')
('8593', '1584')
('8594', '7269')
('8596', '9655')
('8618', '2818')
('8619', '9982')
('8628', '1610')
('8649', '634')
('8739', '1046')
('8769', '385')
('8772', '9806')
('8774', '9542')
('8782', '9980')
('8803', '8701')
('8819', '8265')
('8886', '3768')
('8915', '2943')
('8932', '6223')
('8939', '8222')
('8973', '4571')
('8983', '5439')
('9020', '1269')
('9062', '133')
('9090', '2191')
('9126', '7169')
('9141', '132')
('9150', '3024')
('9206', '7511')
('9270', '3922')
('9310', '9861')
('9326', '1300')
('9330', '7209')
('9352', '5122')
('9369', '9530')
('9404', '4744')
('9406', '1223')
('9414', '2434')
('9428', '707')
('9500', '9135')
('9569', '7942')
('9627', '5806')
('9729', '8259')
('9750', '1672')
('9757', '6673')
('9763', '8244')
('9764', '73')
('9768', '3095')
('9770', '928')
('9784', '4876')
('9806', '7832')
('9834', '4909')
('9860', '4307')
('9874', '1778')
('9881', '5349')
('9948', '2030')
('137', '3156')
('139', '3374')
('175', '7712')
('178', '2264')
('254', '8745')
('260', '9929')
('271', '937')
('277', '7554')
('281', '7506')
('409', '175')
('500', '2257')
('502', '9281')
('514', '8659')
('517', '3869')
('521', '149')
('550', '5766')
('568', '9850')
('598', '2890')
('648', '1784')
('689', '914')
('720', '2779')
('786', '7959')
('790', '5451')
('806', '4435')
('909', '428')
('950', '944')
('1048', '4733')
('1113', '2738')
('1129', '9639')
('1188', '3730')
('1221', '689')
('1229', '5270')
('1252', '4063')
('1328', '8660')
('1356', '1136')
('1368', '7049')
('1393', '7989')
('1399', '7654')
('1594', '2930')
('1595', '5951')
('1601', '9915')
('1630', '8086')
('1699', '4576')
('1725', '2129')
('1831', '4914')
('1901', '3021')
('1934', '4754')
('1952', '5247')
('1955', '6056')
('2076', '8997')
('2145', '8286')
('2200', '4358')
('2256', '3550')
('2330', '3687')
('2351', '8624')
('2432', '9261')
('2491', '5510')
('2526', '8868')
('2528', '5340')
('2545', '787')
('2590', '8059')
('2636', '1484')
('2677', '5705')
('2678', '3070')
('2731', '3362')
('2759', '6338')
('2762', '8634')
('2856', '8632')
('2866', '5308')
('2987', '23')
('2987', '4471')
('2993', '8786')
('3020', '526')
('3126', '2004')
('3147', '5715')
('3181', '6157')
('3237', '2917')
('3331', '8230')
('3335', '5523')
('3401', '7331')
('3405', '9765')
('3421', '8248')
('3431', '3051')
('3460', '4317')
('3472', '5779')
('3494', '696')
('3494', '8912')
('3509', '5669')
('3521', '9161')
('3574', '6300')
('3599', '4162')
('3677', '5214')
('3678', '8252')
('3733', '248')
('3734', '5556')
('3758', '3600')
('3955', '6014')
('3993', '1194')
('3993', '2800')
('3995', '9878')
('4217', '6106')
('4232', '4958')
('4262', '5394')
('4276', '4119')
('4277', '3521')
('4305', '5512')
('4380', '8647')
('4411', '3396')
('4537', '2580')
('4569', '1661')
('4615', '6699')
('4649', '9396')
('4664', '1573')
('4710', '1012')
('4782', '7005')
('4833', '7792')
('4881', '2987')
('4882', '6956')
('4883', '7442')
('4979', '2775')
('5036', '830')
('5050', '1546')
('5052', '631')
('5068', '9507')
('5069', '686')
('5095', '7750')
('5133', '4404')
('5143', '4677')
('5161', '5432')
('5166', '577')
('5180', '5967')
('5190', '2091')
('5305', '5341')
('5328', '8223')
('5331', '1682')
('5471', '7747')
('5565', '3422')
('5654', '2168')
('5659', '6084')
('5677', '4565')
('5685', '1633')
('5815', '9692')
('5834', '5152')
('5848', '8345')
('5896', '5185')
('5911', '1690')
('5926', '1021')
('6083', '570')
('6111', '6292')
('6161', '1484')
('6163', '3630')
('6216', '6433')
('6321', '4081')
('6370', '5693')
('6438', '3143')
('6459', '5739')
('6460', '4439')
('6527', '318')
('6529', '4112')
('6616', '6558')
('6678', '915')
('6692', '8077')
('6714', '483')
('6736', '7659')
('6741', '8663')
('6793', '674')
('6818', '1531')
('6833', '1888')
('6881', '801')
('6957', '3442')
('7130', '3805')
('7143', '830')
('7259', '675')
('7279', '6696')
('7317', '6478')
('7319', '8916')
('7336', '744')
('7439', '123')
('7446', '2744')
('7481', '3535')
('7494', '5272')
('7555', '2305')
('7583', '6048')
('7625', '2708')
('7688', '6044')
('7730', '906')
('7826', '223')
('7878', '3918')
('7988', '8934')
('8068', '6872')
('8143', '8218')
('8197', '9321')
('8200', '9330')
('8221', '7127')
('8225', '2956')
('8278', '8009')
('8320', '8100')
('8347', '8456')
('8355', '488')
('8406', '641')
('8410', '3506')
('8468', '6288')
('8484', '1635')
('8503', '929')
('8589', '538')
('8705', '73')
('8752', '3359')
('8778', '2175')
('8785', '9361')
('8794', '6399')
('8802', '1331')
('8892', '7645')
('8912', '4999')
('8993', '7383')
('9017', '5790')
('9023', '18')
('9028', '6381')
('9239', '1696')
('9263', '540')
('9271', '4289')
('9302', '2500')
('9328', '6498')
('9373', '601')
('9388', '754')
('9552', '9428')
('9675', '377')
('9695', '4141')
('9699', '1527')
('9701', '8162')
('9710', '5810')
('9740', '8875')
('9864', '8776')
('9910', '8906')
('105', '9193')
('141', '2854')
('318', '396')
('334', '7186')
('391', '7166')
('408', '4610')
('432', '6817')
('434', '5382')
('446', '2697')
('457', '3766')
('502', '262')
('533', '5595')
('552', '4984')
('658', '3452')
('711', '6800')
('724', '1804')
('727', '2778')
('739', '9182')
('765', '9278')
('829', '3363')
('849', '3851')
('864', '8748')
('872', '9405')
('875', '8768')
('903', '4618')
('919', '9664')
('990', '1150')
('1183', '9446')
('1365', '5690')
('1376', '3289')
('1401', '4344')
('1493', '8645')
('1545', '4724')
('1550', '7411')
('1552', '9950')
('1603', '5934')
('1640', '8541')
('1672', '2949')
('1706', '6084')
('1726', '2516')
('1729', '8131')
('1739', '1335')
('1817', '9643')
('1904', '8650')
('1939', '697')
('1957', '5577')
('1964', '7019')
('1996', '3891')
('2132', '4727')
('2136', '8669')
('2150', '3146')
('2150', '4908')
('2161', '6214')
('2171', '5059')
('2213', '6683')
('2241', '658')
('2263', '5290')
('2277', '1436')
('2296', '5523')
('2344', '4363')
('2349', '4396')
('2362', '265')
('2386', '5992')
('2489', '2423')
('2508', '1175')
('2528', '6689')
('2541', '6585')
('2618', '7138')
('2623', '2522')
('2645', '1284')
('2670', '7055')
('2696', '4103')
('2700', '741')
('2716', '3397')
('2731', '4459')
('2759', '9563')
('2791', '2315')
('2854', '6472')
('2861', '4276')
('2900', '9158')
('2926', '1446')
('2958', '887')
('2981', '3427')
('3002', '5659')
('3011', '2681')
('3136', '8272')
('3200', '4595')
('3210', '5696')
('3221', '9607')
('3237', '7880')
('3332', '9912')
('3368', '1283')
('3429', '2996')
('3447', '3193')
('3587', '5396')
('3646', '8651')
('3658', '7373')
('3724', '1750')
('3740', '8142')
('3747', '3242')
('3765', '8466')
('3840', '1108')
('3865', '1073')
('3966', '3092')
('4002', '4967')
('4003', '7023')
('4037', '7853')
('4052', '5210')
('4095', '3285')
('4195', '4324')
('4198', '5578')
('4225', '182')
('4238', '550')
('4242', '3222')
('4330', '5905')
('4344', '9803')
('4346', '9632')
('4405', '7758')
('4476', '5262')
('4567', '1871')
('4584', '2359')
('4596', '790')
('4626', '2587')
('4644', '5992')
('4654', '5938')
('4657', '968')
('4670', '6740')
('4671', '6311')
('4683', '2193')
('4824', '318')
('4873', '5869')
('4915', '23')
('4941', '3855')
('4962', '6561')
('4996', '3265')
('5101', '3668')
('5202', '3974')
('5204', '2932')
('5255', '8520')
('5318', '6260')
('5394', '5769')
('5412', '1977')
('5444', '2581')
('5470', '7224')
('5484', '5786')
('5487', '9763')
('5561', '1888')
('5572', '9529')
('5585', '7384')
('5608', '8028')
('5612', '56')
('5620', '532')
('5648', '5972')
('5671', '1199')
('5751', '5676')
('5777', '3265')
('5838', '4830')
('5843', '3609')
('5889', '6684')
('5899', '7505')
('5902', '1965')
('5912', '3492')
('5924', '6355')
('5984', '9703')
('5993', '1614')
('6038', '2518')
('6194', '6374')
('6238', '1066')
('6242', '8224')
('6366', '2920')
('6428', '3266')
('6454', '6157')
('6458', '2039')
('6475', '1408')
('6477', '5901')
('6535', '7338')
('6543', '5664')
('6625', '7366')
('6777', '1427')
('6852', '4202')
('6861', '5519')
('6873', '8752')
('7032', '8335')
('7042', '7736')
('7085', '2329')
('7122', '5028')
('7202', '1550')
('7206', '6657')
('7311', '1843')
('7359', '9527')
('7563', '5997')
('7588', '7284')
('7612', '2222')
('7652', '8168')
('7695', '5244')
('7700', '5404')
('7713', '6457')
('7763', '9233')
('7803', '1511')
('7808', '6831')
('7825', '1724')
('7849', '1488')
('7885', '9346')
('7901', '1601')
('7904', '6602')
('7948', '7154')
('7957', '8883')
('7959', '4972')
('7966', '5055')
('7979', '4599')
('7999', '9199')
('8076', '7059')
('8085', '4807')
('8117', '9133')
('8121', '1245')
('8176', '967')
('8234', '1930')
('8253', '7606')
('8255', '2903')
('8293', '7760')
('8322', '7805')
('8397', '6904')
('8414', '9806')
('8415', '7040')
('8420', '408')
('8425', '9475')
('8462', '3480')
('8473', '2580')
('8615', '7159')
('8651', '1883')
('8683', '9492')
('8743', '7966')
('8834', '6105')
('8852', '1651')
('8888', '3412')
('8926', '6289')
('8959', '1894')
