22107.14000000049
('127', '62074')
('35285', '98842')
('35287', '63014')
('35404', '38234')
('35714', '89446')
('35883', '88306')
('35984', '13175')
('36045', '6247')
('36156', '36683')
('36292', '67443')
('36380', '28240')
('36462', '20784')
('36558', '62599')
('36746', '21213')
('36863', '22480')
('37053', '37857')
('37444', '5704')
('37559', '28649')
('37579', '2674')
('37611', '70575')
('37671', '5809')
('37675', '47722')
('37695', '92019')
('37759', '74233')
('37791', '52299')
('37805', '92313')
('37826', '29483')
('38283', '72812')
('38389', '61849')
('38552', '13656')
('38705', '60742')
('38958', '41804')
('39043', '35787')
('39713', '28304')
('39739', '50380')
('39789', '14930')
('39823', '88715')
('40218', '37150')
('40374', '77932')
('40385', '60322')
('40424', '62717')
('40497', '42294')
('40773', '20122')
('41124', '36611')
('41158', '47649')
('41260', '94838')
('41501', '86034')
('41503', '19870')
('41530', '57209')
('41603', '68290')
('41838', '79963')
('41973', '32018')
('42042', '55442')
('42141', '2040')
('42618', '89178')
('42795', '17687')
('42843', '76240')
('42888', '15880')
('43112', '69882')
('43128', '46674')
('43169', '12424')
('43768', '64917')
('43813', '23311')
('44042', '82161')
('44388', '94393')
('44628', '80350')
('44867', '13019')
('45014', '99908')
('45507', '56292')
('45709', '28')
('45811', '8205')
('46404', '58325')
('46457', '91461')
('46484', '78549')
('46489', '47605')
('46520', '12475')
('46656', '1073')
('46659', '47579')
('46674', '22276')
('47030', '66351')
('47196', '34529')
('47369', '31024')
('47379', '40220')
('47433', '8008')
('47621', '81295')
('47734', '62150')
('47981', '384')
('48129', '60805')
('48362', '27405')
('48629', '56924')
('48810', '98969')
('48883', '9468')
('48897', '4013')
('49194', '58414')
('49195', '72082')
('49214', '66607')
('49438', '26175')
('49442', '89787')
('49534', '96805')
('49655', '39073')
('49770', '79854')
('49885', '40254')
('49957', '13547')
('50215', '4198')
('50319', '53060')
('50453', '41014')
('50598', '59100')
('50684', '98162')
('50867', '38803')
('50890', '93511')
('51086', '28096')
('51214', '78793')
('51295', '64400')
('51401', '36182')
('51457', '69789')
('51880', '50178')
('51892', '25988')
('51933', '81704')
('52054', '73298')
('52241', '69431')
('52315', '83893')
('52731', '64702')
('52732', '35713')
('52734', '50618')
('52782', '25810')
('52800', '70166')
('52848', '47113')
('53091', '32182')
('53131', '58537')
('53440', '76154')
('54166', '1137')
('54182', '43831')
('54341', '46970')
('54498', '30699')
('54550', '20522')
('54824', '85301')
('54854', '41131')
('54971', '34202')
('55152', '44946')
('55220', '56628')
('55303', '68790')
('55409', '54485')
('55489', '95413')
('55768', '10798')
('56078', '17394')
('56183', '26583')
('56449', '62480')
('56798', '25205')
('56799', '3664')
('56951', '18482')
('57057', '21564')
('57065', '95808')
('57268', '67074')
('57323', '29104')
('57499', '80075')
('57567', '89617')
('57627', '48983')
('57683', '1372')
('57684', '3244')
('57861', '5485')
('57968', '15741')
('58487', '77511')
('58505', '95488')
('58590', '48001')
('58593', '87265')
('58616', '79428')
('58654', '358')
('58710', '4858')
('58778', '35709')
('58961', '34756')
('58996', '85924')
('59022', '39514')
('59342', '57200')
('59461', '78053')
('59490', '12567')
('59587', '43564')
('59811', '662')
('59856', '67298')
('60245', '99240')
('60258', '38821')
('60459', '39326')
('60517', '37519')
('61055', '83913')
('61393', '32352')
('61604', '77054')
('61676', '51520')
('61713', '81250')
('61755', '32632')
('61964', '83100')
('62084', '56292')
('62354', '22989')
('62668', '30557')
('62804', '76283')
('62936', '13557')
('63500', '23484')
('63557', '2234')
('63588', '44811')
('63746', '36664')
('63846', '36166')
('63886', '94575')
('64012', '95373')
('64141', '51072')
('64286', '54311')
('64369', '73331')
('64445', '52689')
('64616', '79901')
('64781', '75583')
('65136', '61058')
('65192', '76946')
('65312', '43405')
('65369', '78756')
('65646', '48369')
('65791', '48269')
('65806', '49164')
('65853', '19885')
('65879', '94120')
('66026', '32566')
('66041', '81605')
('66151', '237')
('66235', '46569')
('66241', '76898')
('66434', '9480')
('66601', '67518')
('66664', '97801')
('66714', '73071')
('66726', '37350')
('66830', '52506')
('67309', '27385')
('67400', '80578')
('67522', '81175')
('67540', '688')
('67615', '70836')
('67730', '98449')
('68042', '55028')
('68134', '75891')
('68191', '69828')
('69148', '9406')
('69227', '47071')
('69307', '5272')
('69310', '18873')
('69327', '97622')
('69373', '38215')
('69392', '16673')
('69469', '509')
('69643', '48207')
('69683', '78993')
('70055', '64343')
('70128', '49575')
('70433', '27510')
('70582', '37399')
('70675', '69733')
('70688', '85650')
('71061', '89759')
('71253', '81647')
('71350', '87459')
('71573', '99326')
('71880', '12357')
('72115', '21768')
('72268', '26885')
('72380', '46450')
('72402', '99783')
('72410', '2109')
('72648', '60414')
('72724', '86099')
('72831', '87537')
('72921', '25797')
('72996', '86521')
('73099', '76623')
('73310', '38303')
('73727', '55308')
('73729', '68549')
('73786', '76398')
('74142', '15381')
('74326', '86344')
('74441', '92869')
('74446', '53980')
('74581', '5834')
('74718', '36646')
('74752', '24341')
('74865', '17487')
('75019', '14682')
('75119', '39921')
('75173', '21378')
('75230', '44004')
('75312', '64689')
('75384', '69724')
('75984', '89665')
('75986', '30551')
('75989', '19228')
('75998', '44397')
('76158', '36182')
('76162', '49704')
('76234', '28092')
('76403', '99960')
('76680', '89770')
('76913', '63691')
('77287', '86002')
('77355', '69799')
('77378', '39469')
('77428', '15671')
('77537', '61892')
('77570', '71934')
('77571', '89105')
('77894', '4315')
('77940', '92510')
('78216', '58623')
('78238', '62945')
('78370', '58556')
('78423', '63391')
('78427', '91688')
('78503', '40206')
('78694', '94278')
('78881', '21167')
('79011', '52707')
('79019', '15887')
('79059', '68470')
('79184', '26296')
('79414', '80223')
('79516', '40788')
('79522', '43012')
('79775', '79099')
('79854', '43533')
('80165', '84353')
('80176', '2509')
('80176', '21688')
('80301', '38993')
('80423', '15285')
('80475', '31125')
('80726', '89608')
('80910', '99660')
('81148', '55782')
('81487', '10994')
('81692', '29880')
('81889', '70906')
('82377', '39734')
('82488', '9410')
('82585', '10583')
('83225', '24330')
('83704', '47521')
('83871', '15240')
('83971', '26698')
('83980', '99544')
('84204', '79836')
('84342', '50297')
('84555', '95643')
('84766', '35821')
('84767', '99069')
('84947', '13520')
('84960', '99650')
('85217', '73651')
('85353', '73418')
('85734', '51140')
('85797', '27759')
('85884', '58351')
('86110', '83192')
('86164', '10985')
('86277', '49210')
('86693', '77261')
('86896', '73877')
('87248', '98821')
('87271', '53617')
('87363', '22012')
('87572', '67005')
('87598', '50193')
('87681', '37294')
('87999', '27865')
('88470', '77194')
('88625', '87527')
('88898', '99595')
('88924', '51387')
('89231', '76958')
('89336', '80644')
('89480', '67476')
('89638', '45747')
('89682', '98196')
('89684', '89010')
('89717', '24670')
('89953', '53813')
('90177', '55944')
('90184', '89628')
('90236', '89650')
('90238', '48348')
('90367', '93750')
('90377', '31568')
('90604', '39683')
('90699', '58114')
('90851', '42064')
('90899', '5947')
('91155', '1952')
('91277', '30074')
('91493', '38670')
('91571', '24400')
('91607', '23365')
('92520', '4194')
('92641', '46076')
('92770', '16388')
('92862', '39281')
('92880', '13875')
('92904', '54615')
('92969', '36414')
('93026', '76525')
('93042', '37892')
('93093', '25509')
('93227', '43277')
('93287', '29654')
('93300', '92513')
('93385', '22030')
('93405', '28521')
('93458', '92304')
('93544', '804')
('93615', '99641')
('94160', '60591')
('94195', '27470')
('94480', '70501')
('94713', '65555')
('94744', '87051')
('94836', '7264')
('94883', '23575')
('94919', '86413')
('95319', '45629')
('95630', '54316')
('95843', '16977')
('96022', '87971')
('96219', '48901')
('96232', '29101')
('96380', '76463')
('96389', '23957')
('96473', '54685')
('96631', '50205')
('96728', '76829')
('96733', '90447')
('96843', '65273')
('96981', '5965')
('97085', '68092')
('97308', '2841')
('97551', '82066')
('97576', '82914')
('97657', '80719')
('97856', '30712')
('98063', '10368')
('98582', '85387')
('98618', '658')
('98634', '46658')
('98680', '37315')
('98780', '18586')
('98997', '93594')
('99266', '71717')
('99467', '94389')
('99480', '91207')
('99549', '21709')
('99702', '87298')
('99835', '93891')
('99870', '30827')
('16', '8247')
('41', '50002')
('257', '73327')
('522', '20206')
('583', '53750')
('674', '7139')
('1101', '58447')
('1114', '49129')
('1236', '57937')
('1266', '76549')
('1287', '63837')
('1317', '10706')
('1592', '25736')
('2165', '41249')
('2246', '63279')
('2307', '32521')
('2497', '15017')
('2920', '58815')
('2936', '99234')
('2984', '75625')
('3084', '9793')
('3496', '24275')
('3503', '3360')
('3532', '74570')
('3533', '11993')
('3618', '89579')
('3623', '62372')
('3677', '8440')
('3701', '2446')
('3726', '51748')
('3751', '3331')
('3836', '45488')
('4141', '93654')
('4182', '33158')
('4225', '49767')
('4304', '94042')
('4346', '49005')
('4427', '10734')
('4443', '55259')
('4487', '78332')
('4497', '40934')
('4924', '75974')
('4958', '74604')
('5044', '53394')
('5354', '14407')
('5425', '92266')
('5522', '73955')
('5581', '71384')
('5716', '34306')
('5747', '62908')
('5787', '61351')
('5830', '15185')
('5986', '52915')
('6122', '70646')
('6126', '51365')
('6165', '95624')
('6232', '74188')
('6491', '89229')
('6516', '90322')
('6640', '85214')
('6926', '44803')
('7169', '73419')
('7186', '47413')
('7289', '2511')
('7504', '8938')
('7557', '67421')
('7714', '98398')
('7822', '3740')
('7860', '50574')
('7869', '84927')
('8036', '56262')
('8103', '28008')
('8327', '75190')
('8365', '73775')
('8505', '37394')
('8686', '28302')
('8817', '34202')
('9034', '7263')
('9089', '82134')
('9179', '77199')
('9639', '99741')
('9832', '75635')
('10534', '70362')
('10598', '13232')
('10726', '51153')
('10854', '61682')
('10858', '81626')
('11001', '31467')
('11216', '60124')
('11419', '4223')
('11503', '79274')
('11610', '21903')
('11708', '14147')
('11726', '35020')
('11861', '96751')
('11871', '39253')
('12358', '96356')
('12681', '95733')
('12873', '86192')
('12990', '10353')
('12996', '4021')
('13078', '70265')
('13096', '6333')
('13217', '52776')
('13455', '69683')
('13849', '81062')
('14348', '59796')
('14666', '57661')
('14738', '11198')
('14781', '71634')
('14908', '8348')
('15180', '80615')
('15595', '7567')
('15727', '25928')
('15935', '34602')
('16280', '32451')
('16585', '9395')
('16974', '18797')
('17206', '36307')
('17286', '94996')
('17296', '52675')
('17383', '34256')
('17560', '64744')
('17793', '98552')
('17855', '83310')
('17938', '33812')
('18153', '59891')
('18208', '49724')
('18291', '87068')
('18328', '47762')
('18359', '58836')
('18368', '95397')
('18411', '24986')
('18413', '81795')
('18602', '84191')
('18821', '23907')
('18942', '32941')
('19058', '65204')
('19162', '65551')
('19316', '76769')
('19555', '2199')
('19646', '23315')
('19896', '53632')
('20304', '66003')
('20315', '20975')
('20400', '74335')
('20451', '17759')
('20499', '20437')
('20518', '10255')
('20682', '24300')
('20739', '3757')
('20894', '1988')
('20896', '58525')
('20998', '95379')
('21090', '89572')
('21147', '96589')
('21203', '12890')
('21478', '68458')
('21626', '39301')
('21779', '41117')
('21862', '35240')
('21889', '51894')
('22077', '22848')
('22093', '14497')
('23415', '30078')
('23632', '45888')
('23907', '33164')
('24047', '23127')
('24104', '62231')
('24190', '89033')
('24295', '39200')
('24462', '58083')
('24510', '16712')
('24578', '49133')
('24742', '96938')
('24921', '35349')
('24967', '66834')
('25095', '35762')
('25125', '61639')
('25526', '32015')
('25604', '23732')
('25771', '96980')
('25782', '18764')
('25800', '32791')
('25862', '13089')
('26118', '94608')
('26207', '46156')
('26238', '7592')
('26362', '9398')
('26673', '39659')
('26943', '60478')
('27006', '93359')
('27069', '74796')
('27964', '12885')
('28017', '85788')
('28069', '13185')
('28126', '1339')
('28229', '44805')
('28392', '60069')
('28451', '75636')
('28493', '13140')
('28538', '98296')
('28664', '7792')
('28863', '84635')
('29029', '977')
('29139', '40153')
('29156', '23117')
('29234', '84301')
('29264', '75855')
('29559', '61042')
('29574', '30398')
('29748', '28543')
('29803', '48713')
('29808', '82347')
('30076', '36642')
('30845', '4903')
('30875', '68570')
('30927', '94537')
('31038', '8070')
('31039', '71812')
('31089', '40213')
('31511', '26801')
('31664', '72962')
('31966', '7589')
('32176', '87783')
('32549', '74722')
('32604', '29657')
('32692', '89429')
('32969', '66535')
('33035', '33138')
('33048', '40194')
('33158', '95346')
('33235', '12633')
('33293', '42031')
('33355', '91875')
('33562', '53726')
('33611', '33694')
('33796', '44066')
('33949', '45103')
('34407', '22743')
('35064', '82764')
('35095', '43706')
('35127', '6054')
('35173', '31099')
('35175', '12122')
('35312', '4601')
('35736', '75233')
('35810', '11515')
('36113', '51534')
('36226', '94018')
('36262', '28435')
('36541', '45697')
('36644', '4425')
('36757', '19311')
('36838', '77562')
('36943', '90445')
('37158', '21838')
('37367', '26954')
('37401', '5274')
('37531', '9895')
('37780', '34132')
('37785', '6103')
('37964', '17348')
('38019', '4171')
('38057', '66834')
('38120', '18932')
('38419', '80846')
('38461', '547')
('38768', '163')
('38928', '23656')
('39152', '47000')
('39290', '87978')
('39529', '36714')
('39542', '9817')
('39610', '13255')
('39929', '80271')
('39976', '91821')
('40116', '10567')
('40565', '28750')
('40654', '47988')
('40806', '55625')
('40826', '92606')
('40884', '84868')
('40930', '36350')
('41036', '4466')
('41468', '11642')
('41677', '54835')
('41698', '3092')
('41776', '79609')
('41955', '18699')
('42063', '53337')
('42161', '84216')
('42324', '38099')
('42372', '58173')
('42455', '30572')
('42522', '66919')
('42528', '2420')
('42682', '67757')
('42683', '24847')
('43163', '55465')
('43282', '70440')
('43443', '89080')
('43627', '51589')
('43788', '81449')
('43877', '2403')
('44244', '679')
('44260', '81732')
('44414', '65568')
('44485', '77584')
('44510', '17274')
('44633', '99461')
('44661', '51346')
('44944', '90520')
('45302', '57946')
('45409', '44459')
('45472', '71542')
('45537', '91179')
('45696', '89521')
('45964', '21785')
('45973', '23008')
('46336', '54945')
('46337', '59949')
('46626', '91156')
('46817', '48741')
('46840', '34301')
('46950', '53202')
('47006', '78761')
('47444', '28064')
('47474', '10762')
('47604', '92364')
('47630', '85958')
('48004', '8799')
('48241', '94055')
('48356', '2640')
('48591', '44069')
('48755', '28707')
('48832', '53079')
('48847', '46206')
('48941', '25311')
('49199', '24806')
('49420', '80977')
('49563', '3060')
('49895', '37502')
('50497', '24245')
('50557', '87409')
('50592', '58362')
('50739', '46157')
('50773', '61138')
('51101', '87522')
('51164', '21453')
('51181', '31545')
('51184', '59501')
('51194', '70772')
('51322', '82301')
('51534', '6169')
('51610', '56576')
('51928', '30518')
('51965', '74205')
('51968', '85443')
('52085', '21030')
('52149', '69491')
('52199', '38516')
('52561', '37726')
('52744', '39416')
('53061', '96498')
('53464', '19031')
('53694', '48298')
('53752', '100000')
('53762', '44242')
('53815', '21711')
('53830', '9864')
('54332', '49968')
('54508', '13031')
('54624', '95145')
('54856', '79678')
('55048', '4047')
('55180', '75147')
('55232', '73079')
('55294', '95869')
('55384', '15784')
('55551', '3837')
('55671', '95396')
('55690', '1242')
('55873', '72384')
('56165', '5313')
('56536', '9650')
('56620', '33879')
('56742', '39290')
('56910', '56564')
('57669', '56561')
('57849', '22826')
('58147', '26119')
('58215', '54352')
('58238', '11381')
('58728', '43723')
('58840', '22472')
('58845', '13140')
('58976', '81358')
('59067', '14410')
('59121', '22149')
('59402', '83178')
('59409', '95565')
('59439', '89258')
('59452', '15299')
('59502', '53976')
('59840', '53717')
('59866', '37837')
('60010', '77840')
('60018', '5')
('60059', '70484')
('60208', '84015')
('60372', '34031')
('60501', '32095')
('60640', '66044')
('60670', '80770')
('61117', '92746')
('61191', '85066')
('61470', '75990')
('61800', '11222')
('61926', '34609')
('61985', '17738')
('62054', '57235')
('62132', '83470')
('62233', '94260')
('62271', '45345')
('62309', '17700')
('62550', '35942')
('62564', '48656')
('62568', '27456')
('62797', '45665')
('62802', '88022')
('63077', '6252')
('63179', '319')
('63470', '51124')
('63543', '95673')
('63647', '56418')
('63698', '51307')
('63700', '26334')
('63746', '9669')
('63800', '74277')
('63888', '31071')
('64018', '29302')
('64096', '67315')
('64232', '74723')
('64285', '46392')
('64313', '68187')
('64460', '8048')
('64706', '63426')
('64761', '88073')
('64762', '29174')
('64778', '44528')
('65011', '79406')
('65096', '47030')
('65236', '2124')
('65529', '18202')
('65616', '63295')
('65824', '8578')
('66080', '90439')
('66116', '73711')
('66156', '18499')
('66163', '93227')
('66562', '88423')
('66692', '92384')
('66817', '2198')
('66850', '61401')
('66863', '57951')
('67328', '1303')
('67451', '60688')
('68111', '41133')
('68460', '92220')
('68784', '82191')
('68904', '76962')
('69007', '3971')
('69119', '96238')
('69688', '89333')
('69802', '57306')
('69994', '65467')
('70019', '39681')
('70068', '45324')
('70378', '84324')
('70413', '79754')
('70518', '98323')
('70641', '17368')
('70663', '30105')
('70704', '27252')
('70853', '4331')
('70883', '88390')
('70983', '34728')
('71027', '54190')
('71141', '84449')
('71566', '89772')
('71644', '24131')
('71652', '79702')
('71896', '99828')
('72150', '17106')
('72548', '11471')
('72623', '28746')
('72782', '3540')
('72901', '78366')
('73129', '2778')
('73309', '55558')
('73853', '28299')
('73946', '63552')
('73979', '20908')
('73983', '48699')
('73989', '93551')
('74036', '46149')
('74347', '70678')
('74473', '71758')
('74653', '65530')
('74814', '23343')
('74886', '78490')
('74996', '95182')
('75009', '79731')
('75015', '50611')
('75042', '89869')
('75090', '25362')
('75142', '6520')
('75174', '96290')
('75445', '67020')
('75533', '12600')
('75635', '51260')
('75735', '48899')
('75805', '16173')
('75814', '31304')
('75910', '75130')
('76010', '45897')
('76288', '17787')
('76360', '14944')
('76501', '9311')
('76710', '20996')
('76905', '70898')
('77265', '12705')
('77658', '8535')
('77709', '63787')
('78096', '46021')
('78254', '19238')
('78755', '3988')
('78852', '74780')
('78956', '47709')
('79028', '26671')
('79034', '49174')
('79133', '92461')
('79200', '10025')
('79491', '11323')
('79544', '25946')
('79965', '55321')
('80198', '69682')
('80399', '15297')
('80427', '56110')
('80586', '87432')
('80590', '58129')
('80619', '61901')
('80895', '61949')
('81035', '33140')
('81304', '40845')
('81375', '28831')
('81491', '92931')
('81592', '96322')
('81624', '50190')
('81636', '30895')
('81789', '28842')
('81857', '52071')
('81885', '3655')
('82297', '25912')
('82538', '13042')
('82704', '24153')
('82919', '57530')
('83470', '1301')
('83650', '35386')
('83816', '91605')
('84030', '38005')
('84079', '44086')
('84283', '57954')
('84381', '95362')
('84432', '62156')
('84468', '77151')
('84641', '47736')
('84695', '47206')
('84724', '66531')
('84866', '822')
('84893', '1773')
('84943', '53654')
('84969', '86234')
('85157', '33365')
('85183', '38134')
('85309', '42209')
('85392', '85126')
('85482', '82320')
('85534', '29292')
('85608', '75208')
('85662', '16213')
('85783', '24923')
('85970', '65021')
('85992', '46549')
('86155', '24789')
('86217', '64391')
('86280', '1815')
('86323', '21599')
('86457', '87410')
('86461', '68565')
('86793', '64911')
('86799', '2636')
('86952', '36310')
('87463', '33805')
('87502', '78526')
('87596', '97799')
('87860', '97920')
('87924', '19585')
('87972', '4662')
('88091', '28372')
('88513', '86585')
('88543', '83518')
('88769', '38267')
('88823', '76250')
('88859', '90232')
('88860', '45564')
('88967', '77455')
('89854', '58411')
('89970', '21191')
('89972', '46712')
('90211', '18745')
('90667', '49370')
('90696', '57584')
('90778', '81450')
('90807', '34869')
('90942', '79393')
('90997', '43537')
('91156', '51291')
('91380', '84229')
('91418', '23578')
('91568', '95468')
('91870', '87726')
('91906', '26670')
('92039', '22031')
('92086', '72872')
('92213', '57250')
('92255', '44481')
('92346', '77273')
('92366', '31771')
('92406', '79220')
('92675', '8786')
('92788', '78637')
('92848', '82596')
('92897', '50481')
('93262', '5236')
('93262', '14560')
('93552', '74333')
('93719', '28517')
('93758', '14975')
('94349', '85173')
('94852', '7316')
('94968', '42501')
('94982', '76146')
('95048', '98343')
('95313', '57966')
('95344', '10136')
('95546', '1239')
('95684', '44189')
('95849', '11050')
('96044', '62986')
('96615', '88169')
('96625', '37352')
('96729', '52123')
('97099', '83737')
('97490', '20807')
('97672', '57623')
('97721', '52036')
('97881', '99527')
('97991', '60235')
('98052', '15103')
('98669', '45668')
('98703', '92114')
('98735', '91050')
('98962', '40394')
('98978', '28145')
('99236', '91984')
('99576', '82691')
('99793', '26152')
('99842', '88478')
('483', '83476')
('981', '59412')
('986', '43308')
('1016', '82517')
('1113', '57077')
('1348', '58542')
('1408', '48116')
('1481', '77363')
('1621', '57609')
('1790', '47353')
('2211', '97986')
('2750', '72208')
('2781', '58750')
('2989', '99399')
('3200', '2357')
('3585', '56504')
('3611', '46725')
('3771', '48061')
('3836', '6043')
('3878', '53063')
('3917', '65345')
('4088', '42287')
('4223', '86741')
('4327', '15763')
('4382', '7070')
('4506', '273')
('4769', '47898')
('4898', '90226')
('5204', '10313')
('5216', '55252')
('5436', '44808')
('5630', '67681')
('5788', '71458')
('5857', '85378')
('5910', '45627')
('6185', '37001')
('6773', '28995')
('6774', '33050')
('6777', '69056')
('6874', '73707')
('7174', '68606')
('7413', '23905')
('7498', '84824')
('7536', '25635')
('7979', '38004')
('8012', '22769')
('8165', '43801')
('8199', '39918')
('8497', '3110')
('8582', '8794')
('8635', '32608')
('8698', '93614')
('8774', '67444')
('8810', '30563')
('8976', '20130')
('9002', '71316')
('9127', '23502')
('9151', '2608')
('9174', '60614')
('9646', '41177')
('9684', '38464')
('9959', '95914')
('10002', '89095')
('10317', '16795')
('10444', '66375')
('10505', '29511')
('10513', '72271')
('10939', '95987')
('11145', '48483')
('11408', '92480')
('11511', '63266')
('11645', '5862')
('11772', '16991')
('11983', '20456')
('12038', '44241')
('12193', '88727')
('12285', '65465')
('12294', '92153')
('12628', '51758')
('13175', '58567')
('13195', '94291')
('13282', '68144')
('13286', '99246')
('13611', '43590')
('13661', '51972')
('13820', '46258')
('13937', '46687')
('14273', '86625')
('14387', '55297')
('14481', '36506')
('14483', '15678')
('15119', '76949')
('15257', '58471')
('15487', '95717')
('15726', '48144')
('15790', '41424')
('16071', '21193')
('16161', '42751')
('16325', '87325')
('16410', '98272')
('16518', '279')
('16560', '84935')
('16574', '65474')
('16640', '47126')
('17088', '24129')
('17103', '55368')
('17142', '30843')
('17268', '7816')
('17562', '10274')
('17891', '50929')
('17928', '44425')
('18108', '67915')
('18137', '16560')
('18556', '18464')
('18675', '12609')
('18894', '95361')
('19020', '70647')
('19229', '11787')
('19444', '15631')
('19696', '64811')
('19956', '32642')
('20072', '94185')
('20621', '6042')
('20671', '80122')
('20983', '17671')
('21151', '90046')
('21181', '34980')
('21184', '81978')
('21282', '34412')
('21578', '25673')
('21912', '45638')
('22045', '86678')
('22379', '43865')
('22403', '87270')
('22437', '84808')
('22701', '28375')
('22985', '94340')
('23127', '12511')
('23333', '1116')
('23381', '75659')
('23689', '98669')
('23812', '74415')
('23831', '68117')
('24244', '10810')
('24364', '52997')
('24389', '36526')
('24487', '11253')
('24498', '7519')
('24684', '91278')
('24840', '76327')
('25171', '17271')
('25481', '31246')
('25527', '50577')
('25825', '67584')
('25861', '6424')
('25958', '15029')
('25966', '68340')
('25985', '48397')
('26154', '74004')
('26241', '31689')
('26248', '56139')
('26855', '52018')
('27065', '81773')
('27089', '5046')
('27201', '58087')
('27225', '28732')
('27418', '62548')
('27466', '26256')
('27613', '11820')
('27689', '8228')
('27955', '73341')
('28074', '47823')
('28347', '4346')
('28409', '49511')
('28653', '64521')
('28874', '23483')
('29000', '27046')
('29186', '80364')
('29255', '70143')
('29457', '22045')
('29519', '11747')
('29584', '63486')
('29814', '43863')
('29994', '45895')
('30362', '70041')
('30479', '9912')
('30523', '78487')
('30963', '44918')
('31193', '36755')
('31286', '93431')
('31436', '32973')
('31606', '78433')
('31661', '74305')
('31983', '19630')
('32361', '68767')
('32570', '64153')
('32834', '26285')
('32855', '77075')
('32900', '59659')
('32962', '9794')
('33015', '20195')
('33093', '62380')
('33220', '34898')
('33243', '14520')
('33338', '57099')
('33362', '84904')
('33385', '76533')
('33669', '47944')
('33689', '70758')
('33699', '20541')
('33882', '32936')
('33963', '30885')
('33976', '26192')
('34112', '53032')
('34161', '52956')
('34183', '79369')
('34234', '61539')
('34359', '11671')
('34419', '6346')
('34556', '99941')
('34804', '80502')
('34845', '19064')
('34999', '52823')
('35032', '84116')
('35033', '67093')
('35303', '73896')
('35341', '70085')
('35389', '45241')
('35426', '4923')
('35469', '4171')
('35514', '34435')
('35563', '49661')
('35648', '79242')
('35802', '4982')
('36003', '47122')
('36171', '30817')
('36210', '37526')
('36218', '10007')
('36454', '74010')
('36579', '43965')
('36652', '39232')
('36762', '6995')
('36969', '2465')
('36979', '71543')
('36988', '62029')
('37032', '64489')
('37443', '55907')
('37552', '37369')
('37586', '59718')
('37964', '13513')
('38013', '12218')
('38345', '81566')
('38377', '54513')
('38525', '25886')
('38718', '57119')
('38799', '12024')
('38809', '92256')
('38838', '58623')
('39093', '43607')
('39390', '9985')
('39438', '2595')
('39626', '30249')
('39670', '31206')
('39778', '73834')
('39837', '86047')
('40229', '72189')
('40719', '39646')
('40760', '55438')
('40922', '13776')
('40943', '52562')
('41092', '6507')
('41461', '17402')
('41751', '63059')
('41964', '73512')
('42399', '74700')
('42420', '66072')
('43089', '37246')
('43153', '78208')
('43683', '54484')
('43720', '9048')
('43784', '51824')
('44000', '25044')
('44179', '11709')
('44592', '48672')
('44624', '14387')
('45087', '25186')
('45184', '50057')
('45329', '89105')
('45331', '63989')
('45381', '24255')
('45438', '53463')
('45454', '29172')
('45720', '88937')
('45778', '36628')
('45998', '46254')
('46319', '18001')
('46685', '87403')
('46708', '46951')
('46753', '94534')
('46877', '65201')
('46943', '30289')
('47295', '46124')
('47494', '74116')
('47563', '83286')
('47602', '76896')
('48136', '59560')
('48405', '90083')
('48406', '78239')
('48591', '80368')
('48637', '92773')
('48733', '71707')
('48783', '68675')
('48789', '16201')
('49201', '34542')
('49221', '94557')
('49737', '34618')
('49741', '87165')
('49812', '71909')
('49860', '70285')
('49956', '20920')
('50032', '42720')
('50146', '97254')
('50227', '73160')
('50257', '26711')
('50434', '5471')
('50444', '39433')
('50508', '85139')
('50753', '46414')
('51132', '52417')
('51653', '55541')
('51929', '21624')
('52017', '8685')
('52039', '91278')
('52136', '95403')
('52300', '95644')
('52684', '74917')
('52736', '99952')
('52909', '76394')
('52993', '63312')
('53085', '77253')
('53118', '34531')
('53149', '65168')
('53482', '7174')
('53977', '25750')
('54183', '34225')
('54368', '90778')
('54743', '61055')
('55214', '90783')
('55362', '264')
('55706', '22217')
('55825', '39776')
('55839', '46723')
('55846', '49175')
('55938', '91838')
('56007', '58155')
('56158', '21881')
('56286', '55451')
('56343', '39621')
('56347', '41602')
('56358', '61527')
('57642', '63382')
('57715', '32844')
('57840', '89713')
('57905', '36233')
('57922', '67950')
('58137', '46643')
('58334', '4421')
('58446', '88765')
('58807', '59094')
('58931', '78045')
('58956', '69826')
('59018', '90863')
('59182', '79463')
('59309', '43230')
('59352', '59188')
('59404', '22097')
('59475', '2043')
('59480', '50354')
('59593', '29684')
('59630', '8936')
('59685', '13279')
('59792', '51260')
('60084', '90762')
('60316', '28893')
('60471', '82466')
('60637', '27360')
('60768', '70013')
('60770', '99523')
('60930', '43177')
('61085', '66701')
('61171', '62492')
('61361', '50836')
('61788', '30016')
('62035', '58368')
('62076', '81495')
('62172', '72805')
('62431', '87304')
('62526', '67066')
('63003', '95887')
('63012', '13290')
('63080', '68984')
('63463', '99653')
('63527', '43735')
('63651', '14901')
('63839', '60439')
('63855', '80415')
('63961', '22431')
('64419', '91767')
('64555', '52961')
('65403', '42811')
('65608', '36287')
('65742', '70031')
('66031', '59415')
('66127', '21038')
('66456', '34931')
('66535', '99826')
('66759', '35522')
('66794', '16644')
('66799', '56454')
('66940', '25892')
('67010', '22292')
('67056', '10911')
('67093', '48578')
('67127', '37752')
